code,description
Y389,"Terrorism, secondary effects, public safety official injured, initial encounter"
Y620,Failure of sterile precautions during surgical operation
Y621,Failure of sterile precautions during infusion or transfusion
Y622,Failure of sterile precautions during kidney dialysis and other perfusion
Y623,Failure of sterile precautions during injection or immunization
Y624,Failure of sterile precautions during endoscopic examination
Y625,Failure of sterile precautions during heart catheterization
Y626,"Failure of sterile precautions during aspiration, puncture and other catheterization"
Y628,Failure of sterile precautions during other surgical and medical care
Y629,Failure of sterile precautions during unspecified surgical and medical care
Y630,Excessive amount of blood or other fluid given during transfusion or infusion
Y631,Incorrect dilution of fluid used during infusion
Y632,Overdose of radiation given during therapy
Y633,Inadvertent exposure of patient to radiation during medical care
Y634,Failure in dosage in electroshock or insulin-shock therapy
Y635,Inappropriate temperature in local application and packing
Y636,"Underdosing and nonadministration of necessary drug, medicament or biological substance"
Y638,Failure in dosage during other surgical and medical care
Y639,Failure in dosage during unspecified surgical and medical care
Y640,"Contaminated medical or biological substance, transfused or infused"
Y641,"Contaminated medical or biological substance, injected or used for immunization"
Y648,Contaminated medical or biological substance administered by other means
Y649,Contaminated medical or biological substance administered by unspecified means
Y650,Mismatched blood in transfusion
Y651,Wrong fluid used in infusion
Y652,Failure in suture or ligature during surgical operation
Y653,Endotracheal tube wrongly placed during anesthetic procedure
Y654,Failure to introduce or to remove other tube or instrument
Y655,Performance of wrong procedure (operation) on correct patient
Y658,Other specified misadventures during surgical and medical care
Y66,Nonadministration of surgical and medical care
Y69,Unspecified misadventure during surgical and medical care
Y700,Diagnostic and monitoring anesthesiology devices associated with adverse incidents
Y701,Therapeutic (nonsurgical) and rehabilitative anesthesiology devices associated with adverse incidents
Y702,"Prosthetic and other implants, materials and accessory anesthesiology devices associated with adverse incidents"
Y703,"Surgical instruments, materials and anesthesiology devices (including sutures) associated with adverse incidents"
Y708,"Miscellaneous anesthesiology devices associated with adverse incidents, not elsewhere classified"
Y710,Diagnostic and monitoring cardiovascular devices associated with adverse incidents
Y711,Therapeutic (nonsurgical) and rehabilitative cardiovascular devices associated with adverse incidents
Y712,"Prosthetic and other implants, materials and accessory cardiovascular devices associated with adverse incidents"
Y713,"Surgical instruments, materials and cardiovascular devices (including sutures) associated with adverse incidents"
Y718,"Miscellaneous cardiovascular devices associated with adverse incidents, not elsewhere classified"
Y720,Diagnostic and monitoring otorhinolaryngological devices associated with adverse incidents
Y721,Therapeutic (nonsurgical) and rehabilitative otorhinolaryngological devices associated with adverse incidents
Y722,"Prosthetic and other implants, materials and accessory otorhinolaryngological devices associated with adverse incidents"
Y723,"Surgical instruments, materials and otorhinolaryngological devices (including sutures) associated with adverse incidents"
Y728,"Miscellaneous otorhinolaryngological devices associated with adverse incidents, not elsewhere classified"
Y730,Diagnostic and monitoring gastroenterology and urology devices associated with adverse incidents
Y731,Therapeutic (nonsurgical) and rehabilitative gastroenterology and urology devices associated with adverse incidents
Y732,"Prosthetic and other implants, materials and accessory gastroenterology and urology devices associated with adverse incidents"
Y733,"Surgical instruments, materials and gastroenterology and urology devices (including sutures) associated with adverse incidents"
Y738,"Miscellaneous gastroenterology and urology devices associated with adverse incidents, not elsewhere classified"
Y740,Diagnostic and monitoring general hospital and personal-use devices associated with adverse incidents
Y741,Therapeutic (nonsurgical) and rehabilitative general hospital and personal-use devices associated with adverse incidents
Y742,"Prosthetic and other implants, materials and accessory general hospital and personal-use devices associated with adverse incidents"
Y743,"Surgical instruments, materials and general hospital and personal-use devices (including sutures) associated with adverse incidents"
Y748,"Miscellaneous general hospital and personal-use devices associated with adverse incidents, not elsewhere classified"
Y750,Diagnostic and monitoring neurological devices associated with adverse incidents
Y751,Therapeutic (nonsurgical) and rehabilitative neurological devices associated with adverse incidents
Y752,"Prosthetic and other implants, materials and neurological devices associated with adverse incidents"
Y753,"Surgical instruments, materials and neurological devices (including sutures) associated with adverse incidents"
Y758,"Miscellaneous neurological devices associated with adverse incidents, not elsewhere classified"
Y760,Diagnostic and monitoring obstetric and gynecological devices associated with adverse incidents
Y761,Therapeutic (nonsurgical) and rehabilitative obstetric and gynecological devices associated with adverse incidents
Y762,"Prosthetic and other implants, materials and accessory obstetric and gynecological devices associated with adverse incidents"
Y763,"Surgical instruments, materials and obstetric and gynecological devices (including sutures) associated with adverse incidents"
Y768,"Miscellaneous obstetric and gynecological devices associated with adverse incidents, not elsewhere classified"
Y770,Diagnostic and monitoring ophthalmic devices associated with adverse incidents
Y771,Contact lens associated with adverse incidents
Y772,"Prosthetic and other implants, materials and accessory ophthalmic devices associated with adverse incidents"
Y773,"Surgical instruments, materials and ophthalmic devices (including sutures) associated with adverse incidents"
Y778,"Miscellaneous ophthalmic devices associated with adverse incidents, not elsewhere classified"
Y780,Diagnostic and monitoring radiological devices associated with adverse incidents
Y781,Therapeutic (nonsurgical) and rehabilitative radiological devices associated with adverse incidents
Y782,"Prosthetic and other implants, materials and accessory radiological devices associated with adverse incidents"
Y783,"Surgical instruments, materials and radiological devices (including sutures) associated with adverse incidents"
Y788,"Miscellaneous radiological devices associated with adverse incidents, not elsewhere classified"
Y790,Diagnostic and monitoring orthopedic devices associated with adverse incidents
Y791,Therapeutic (nonsurgical) and rehabilitative orthopedic devices associated with adverse incidents
Y792,"Prosthetic and other implants, materials and accessory orthopedic devices associated with adverse incidents"
Y793,"Surgical instruments, materials and orthopedic devices (including sutures) associated with adverse incidents"
Y798,"Miscellaneous orthopedic devices associated with adverse incidents, not elsewhere classified"
Y800,Diagnostic and monitoring physical medicine devices associated with adverse incidents
Y801,Therapeutic (nonsurgical) and rehabilitative physical medicine devices associated with adverse incidents
Y802,"Prosthetic and other implants, materials and accessory physical medicine devices associated with adverse incidents"
Y803,"Surgical instruments, materials and physical medicine devices (including sutures) associated with adverse incidents"
